Program ID of Prdict Network training:12280

Program command: 
 ['TrainPredictNet.py', '/home/hxie1/temp_netParameters/OvarianCancer/Predict', '/home/hxie1/data/OvarianCancerCT/Extract_uniform/latent/train', '/home/hxie1/data/OvarianCancerCT/Extract_uniform/latent/test', '/home/hxie1/data/OvarianCancerCT/Extract_uniform/latent/patientResponseDict.json', 'latent']

Major program changes: 
                      the nunmber of filters in 1st layer in V model = 96
                      latent Vector size: 1536*51*49 (featureMap* slices * axisPlaneLatentVector)
                      PredictModel is convsDenseModule+FC network.
                      there total 162 patient data, in which, 130 with smaller patientId as training data, 
                                                          and 32 with bigger patientID as test data

Experiment setting for Latent to response:
Input: 1536*51*49 Tensor as latent vector,
       where 1536 is the  number of filter at the bottleneck of V model, 
             51 is the number of slices of ROI CT image with size 51*281*281 for input to V model, 
             49 =7*7 is the flatted feature map for each filter.

Predictive Model: 1,  first 4-layer dense conv block reducing feature space into 768 with tensor size 768*51*49 
                  2,  and 4 dense conv blocks each of which includes a stride 2 conv and 4-layers dense conv block; now the the tensor is with size 48*2*2
                  3,  and a simple conv-batchNorm-Relu layer with filter size(2,2) change the tensor with size of  48*1;
                  4,  and 2 fully connected layers  changes the tensor into size 2*1;
                  5  final a softmax for binary classification;
                  Total network learning parameters are 29 millions.
                  Network architecture is referred at https://github.com/Hui-Xie/OvarianCancer/blob/master/LatentPredictModel.py

Loss Function:   Cross Entropy with weight [3.3, 1.4] for [0,1] class separately, as [0,1] uneven distribution.

Data:            training data has 130 patients, and test data has 32 patients with training/test rate 80/20.

Training strategy:  50% probability of data are mixed up with beta distribution with alpha =0.4, to feed into network for training. 
                    No other data augmentation, and no dropout.
                                                          
                                                         
Experiment setting for Image3d to response:
Input: 73*141*141 scaled 3D CT raw image as numpy array 
       
Predictive Model: 1,  first 3-layer dense conv block with channel size 64.
                  2,  and 6 dense conv DownBB blocks,  each of which includes a stride 2 conv and 4-layers dense conv block; 
                  3,  and 2 fully connected layers  changes the tensor into size 2*1;
                  4,  final a softmax for binary classification;
                  Total network learning parameters are 1.56 millions.
                  Network architecture is referred at https://github.com/Hui-Xie/OvarianCancer/blob/master/Image3dPredictModel.py

Loss Function:   Cross Entropy with weight [3.3, 1.4] for [0,1] class separately, as [0,1] uneven distribution.

Data:            training data has 130 patients, and test data has 32 patients with training/test rate 80/20.

Training strategy:  50% probability of data are mixed up with beta distribution with alpha =0.4, to feed into network for training. 
                    No other data augmentation, and no dropout.  
                    
                    change patience of learningRate scheduler to 30.
                                         

            

Program starting Time: 2019-05-31 09:51:06.297886
Info: netPath = /home/hxie1/temp_netParameters/OvarianCancer/Predict

Now program get 130 input files.
Now program get 32 input files.
TrainData Input:  batchSize=16, depth=1536, height=51, width=49, NumClassfication=2

TestData Input:  batchSize=16, depth=1536, height=51, width=49, NumClassfication=2

Info: program uses Mixup with alpha=0.4, and mixupProb = 0.5.
Program loads net from /home/hxie1/temp_netParameters/OvarianCancer/Predict.
Current best test dice: 0.5
Network has total 29,359,778 parameters.
Infor: Cross Entropy Weight: [3.3333333333333335, 1.4285714285714286] for label[0, 1]
Info: program will use 4 GPUs.
Loss Functions List: FocalCELoss with weight of 1; 
Hints: Optimal_Result = Yes = 1,  Optimal_Result = No = 0 


Epoch		TrLoss	TrainAccuracy	TsLoss	TestAccuracy
532		0.1037	0.844		0.1922	0.625
533		0.1218	0.875		0.2001	0.500
534		0.1098	0.875		0.1943	0.500
535		0.1107	0.906		0.1991	0.500
536		0.1252	0.917		0.1944	0.562
537		0.1119	0.859		0.1984	0.500
538		0.0994	0.844		0.1954	0.500
539		0.1018	0.850		0.1912	0.625
540		0.0979	0.896		0.1864	0.625
541		0.1134	0.891		0.1944	0.500
542		0.1196	0.938		0.2016	0.500
543		0.1073	0.875		0.1920	0.562
544		0.1175	0.958		0.1908	0.562
545		0.1136	0.953		0.1857	0.625
546		0.0977	0.950		0.1976	0.625
547		0.1082	0.850		0.1943	0.625
548		0.1204	0.850		0.1955	0.625
549		0.1090	0.900		0.2013	0.500
550		0.1015	0.875		0.1883	0.625
551		0.1166	0.887		0.1876	0.625
552		0.1054	0.891		0.1869	0.562
553		0.0973	0.863		0.1839	0.625
554		0.1196	0.906		0.1871	0.500
555		0.0934	0.950		0.1779	0.625
556		0.1126	0.875		0.1787	0.625
557		0.0918	0.875		0.1809	0.625
558		0.1252	0.917		0.1852	0.562
559		0.1002	0.917		0.1940	0.562
560		0.1036	0.875		0.1935	0.500
561		0.1058	0.922		0.1925	0.500
562		0.0958	0.812		0.1923	0.562
563		0.0952	0.906		0.1880	0.625
564		0.1074	0.906		0.1913	0.500
565		0.0977	0.906		0.1855	0.562
566		0.1127	1.000		0.1956	0.500
567		0.1027	1.000		0.1942	0.500
568		0.1022	0.906		0.1912	0.562
569		0.1101	0.766		0.1892	0.625
570		0.1089	0.925		0.1925	0.500
571		0.0980	0.797		0.1931	0.562
572		0.1015	0.911		0.1847	0.625
573		0.1090	0.917		0.1840	0.625
574		0.1120	0.875		0.1851	0.625
575		0.1296	0.875		0.2001	0.500
576		0.1043	0.854		0.2007	0.500
577		0.0963	0.838		0.1973	0.562
578		0.1272	0.875		0.1915	0.562
579		1.0568	0.000		0.1918	0.562
580		0.1057	0.887		0.1835	0.625
581		0.1146	0.917		0.1830	0.625
582		0.0897	0.917		0.1771	0.625
583		0.1209	0.812		0.1953	0.562
584		0.0812	0.930		0.1967	0.500
585		0.1139	0.833		0.2047	0.500
586		0.1158	0.838		0.2029	0.500
587		0.1007	0.902		0.2000	0.500
588		0.0922	0.875		0.1964	0.625
589		0.0979	0.875		0.1879	0.500
590		0.1254	0.875		0.1884	0.500
591		0.0983	0.925		0.1813	0.625
592		0.1114	0.844		0.1953	0.625
593		0.0861	0.863		0.1892	0.625
594		0.1137	0.938		0.1926	0.562
595		0.1077	0.958		0.1958	0.500
596		0.1076	0.823		0.1909	0.562
597		0.0980	0.896		0.1864	0.500
598		0.1084	0.887		0.1890	0.625
599		0.1194	0.875		0.1958	0.500
600		0.0980	0.859		0.1891	0.625
601		0.1195	0.875		0.2047	0.500
602		0.0882	0.938		0.1920	0.625
603		0.1038	0.896		0.1950	0.562
604		0.1311	0.781		0.1911	0.625
605		0.1003	0.887		0.1849	0.625
606		0.1157	0.906		0.1875	0.562
607		0.1206	0.719		0.1953	0.562
608		0.1103	0.906		0.1955	0.625
609		0.0984	0.906		0.1866	0.625
610		0.1154	0.896		0.1880	0.625
611		0.1155	0.891		0.1846	0.625
612		0.1068	0.875		0.1883	0.625
613		0.1105	0.875		0.1840	0.625
614		0.0910	0.927		0.1867	0.500
615		0.1085	0.906		0.1815	0.625
616		0.1325	0.854		0.1836	0.625
617		0.1273	0.812		0.1814	0.562
618		0.1004	0.938		0.2010	0.500
619		0.1366	0.812		0.1924	0.562
620		0.1280	0.906		0.1889	0.625
621		0.0885	0.896		0.1957	0.500
622		0.1032	0.812		0.1908	0.562
623		0.1076	0.906		0.1880	0.562
624		0.1088	0.875		0.1789	0.625
625		0.0900	0.911		0.1766	0.625
626		0.1277	0.896		0.1812	0.625
627		0.1068	0.917		0.1808	0.562
628		0.1101	0.896		0.1877	0.562
629		0.1194	0.838		0.1934	0.562
630		0.0997	0.938		0.1968	0.500
631		0.1199	0.875		0.1978	0.562
632		0.1026	0.854		0.1883	0.625
633		0.1019	0.925		0.1831	0.625
634		0.1264	0.844		0.1889	0.625
635		0.0907	0.969		0.1917	0.500
636		0.0977	0.854		0.1815	0.625
637		0.1146	0.875		0.1814	0.625
638		0.1121	0.833		0.1867	0.562
639		0.1193	0.922		0.1893	0.562
640		0.1101	0.875		0.1871	0.625
641		0.1241	0.958		0.1873	0.562
642		0.1140	0.875		0.1893	0.562
643		0.1151	0.812		0.1884	0.625
644		0.1035	0.859		0.1921	0.500
645		0.0947	0.906		0.1910	0.625
646		0.0957	0.875		0.1920	0.500
647		0.1191	0.854		0.1865	0.562
648		0.0982	0.938		0.1843	0.625
649		0.0985	0.863		0.1849	0.500
650		0.1272	0.875		0.1824	0.500
651		0.0968	0.891		0.1906	0.500
652		0.0862	1.000		0.1805	0.625
653		0.1021	0.854		0.1844	0.562
654		0.1156	0.938		0.1920	0.500
655		0.1071	0.863		0.1869	0.562
656		0.1099	0.938		0.1975	0.500
657		1.1178	0.000		0.1896	0.500
658		0.1164	0.854		0.1935	0.562
659		0.0989	0.900		0.1897	0.562
660		0.1158	0.891		0.1936	0.562
661		0.1104	0.912		0.1920	0.562
662		0.0858	0.927		0.1903	0.625
663		0.1105	0.875		0.1823	0.500
664		0.0825	0.938		0.1817	0.625
665		0.0875	0.896		0.1867	0.562
666		0.0878	0.938		0.1901	0.625
667		0.0998	0.875		0.1900	0.562
668		0.1358	0.812		0.1887	0.625
669		0.1035	0.953		0.1809	0.625
670		0.1137	0.875		0.1814	0.625
671		0.0991	0.854		0.1826	0.625
672		0.1087	0.875		0.1871	0.562
673		0.1172	0.953		0.1851	0.625
674		0.1138	0.854		0.1814	0.625
675		0.0979	0.875		0.1835	0.625
676		0.1019	0.896		0.1763	0.688
677		0.0898	0.979		0.1933	0.500
678		0.1048	0.912		0.1857	0.625
679		0.1023	0.922		0.2059	0.500
680		0.0991	0.863		0.1909	0.562
681		0.0982	0.863		0.1875	0.562
682		0.1040	0.896		0.1980	0.500
683		0.1079	0.854		0.1915	0.625
684		0.1053	0.950		0.1943	0.562
685		0.0815	0.920		0.1829	0.500
686		0.1023	0.828		0.1792	0.562
687		0.1125	0.938		0.1874	0.562
688		0.0943	0.884		0.1859	0.625
689		0.1093	0.875		0.1867	0.625
690		0.0905	0.917		0.1944	0.500
691		0.1242	0.823		0.1882	0.625
692		0.1243	0.938		0.1867	0.625
693		0.0907	0.875		0.1834	0.625
694		0.1010	0.896		0.1921	0.625
695		0.1094	0.887		0.1903	0.562
696		0.1037	0.922		0.1871	0.625
697		0.1118	0.859		0.1889	0.625
698		0.1204	0.875		0.1890	0.625
699		0.0912	0.867		0.1879	0.562
700		0.0984	0.975		0.1916	0.562
701		0.1161	0.875		0.1999	0.500
702		0.0940	0.938		0.1896	0.500
703		0.1005	0.938		0.1880	0.562
704		0.1256	0.812		0.1822	0.625
705		0.1007	0.927		0.1906	0.500
706		0.1179	0.917		0.1989	0.500
707		0.1073	0.896		0.1801	0.625
708		0.1112	0.848		0.1953	0.562
709		0.1024	0.906		0.1978	0.500
710		0.0973	0.875		0.1902	0.500
711		0.1145	0.938		0.1903	0.562
712		0.0962	0.891		0.1807	0.625
713		0.1066	0.938		0.1840	0.625
714		0.1093	0.938		0.1797	0.625
715		0.0869	0.912		0.1825	0.562
716		0.0981	0.938		0.1917	0.562
717		0.0989	0.912		0.1925	0.500
718		0.0979	0.922		0.1944	0.500
719		0.1122	0.875		0.1921	0.562
720		0.0862	0.927		0.1921	0.562
721		0.0909	0.969		0.1894	0.500
722		0.1157	0.875		0.1909	0.562
723		0.1120	0.875		0.1910	0.562
724		0.1009	0.938		0.1866	0.562
725		0.0991	0.938		0.1847	0.625
726		0.1225	0.812		0.1949	0.500
727		0.1119	0.875		0.1913	0.500
728		0.1256	0.958		0.1903	0.562
729		0.0876	0.891		0.1952	0.625
730		0.1054	0.812		0.1963	0.625
731		0.1016	0.863		0.1870	0.625
732		0.1001	0.875		0.1796	0.625
733		0.1036	0.906		0.1800	0.625
734		0.1059	0.906		0.1860	0.625
735		0.1006	0.828		0.1827	0.625
736		0.1069	0.875		0.1876	0.625
737		0.1128	0.906		0.1857	0.562
738		0.1111	0.859		0.1807	0.625
739		0.1030	0.917		0.1769	0.562
740		0.1128	0.896		0.1834	0.625
741		0.0888	0.979		0.1893	0.562
742		0.0965	0.844		0.1915	0.562
743		0.1087	0.891		0.1867	0.625
744		0.1074	0.863		0.1894	0.625
745		0.1152	0.912		0.1907	0.562
746		0.0857	0.906		0.1865	0.625
747		0.0887	0.912		0.1844	0.625
748		0.1133	0.900		0.1932	0.500
749		0.1017	0.833		0.1963	0.625
750		0.1059	0.885		0.1883	0.625
751		0.1086	0.896		0.1848	0.562
752		0.1157	0.958		0.1874	0.625
753		0.1418	0.781		0.1923	0.562
754		0.0936	0.850		0.1959	0.562
755		0.1294	0.792		0.1975	0.562
756		0.1150	0.875		0.1924	0.625
757		0.0876	0.833		0.1880	0.562
758		0.1191	0.887		0.1921	0.500
759		0.1113	0.833		0.1891	0.562
760		0.1083	0.917		0.1876	0.625
761		0.1169	0.854		0.1837	0.562
762		0.0877	0.922		0.1806	0.625
763		0.1114	0.896		0.1884	0.625
764		0.1097	0.812		0.1949	0.562
765		0.1003	0.900		0.1898	0.500
766		0.0901	0.887		0.1900	0.625
767		0.1094	0.792		0.1957	0.562
768		0.1044	0.885		0.1878	0.625
769		0.0994	0.900		0.1829	0.625
770		0.0963	0.812		0.2032	0.500
771		0.1062	0.850		0.1988	0.500
772		0.0953	0.927		0.1995	0.562
773		0.0835	0.958		0.1943	0.500
774		0.1123	0.844		0.1914	0.562
775		0.1045	0.863		0.1879	0.625
776		0.1408	0.750		0.1936	0.562
