Program ID: 19729

Program command: 
 ['TrainResAttentionNet.py', '/home/hxie1/temp_netParameters/OvarianCancer/ResNeXtAtten', '/home/hxie1/data/OvarianCancerCT/Extract_ps2_2_5/images_npy', '/home/hxie1/data/OvarianCancerCT/patientResponseDict.json', '0']

Major program changes: 
            ResNeXt-based Attention Net: use 2D network to implement 3D convolution without losing 3D context information. 
            0   the input is a 3D full volume without any cropping; 
            1   Use slices as features channels in convolutions,  and use 1*1 convolution along slices direction to implement z direction convolution followed by 3*3 convolutino inside slice planes;
                It just uses three cascading 2D convolutions (first z, then xy, and z direction again) to implement 3D convolution, like in the paper of ResNeXt below.
                The benefits of this design:
                A   reduce network parameters, hoping to reducing overfitting;
                B   speed up training;
                C   this implemented 3D convolutions are all in full slices space;
            2   use group convolution to implement thick slice convolution to increase the network representation capability;
            3   Use ResNeXt-based module like Paper "Aggregated Residual Transformations for Deep Neural Networks " 
                (Link: http://openaccess.thecvf.com/content_cvpr_2017/html/Xie_Aggregated_Residual_Transformations_CVPR_2017_paper.html);
            4   use rich 2D affine transforms slice by slice and concatenate them to implement 3D data augmentation;
            5   20% data for independent test, remaining 80% data for 4-fold cross validation;
            6   add lossweight to adjust positive samples to 3/7 posweight in BCEWithLogitsLoss;
            
            Update:
            1    reduced network parameters in July 27th, 2019
Discarded changes:                  
                  

Experiment setting:
Input CT data: maximum size 140*251*251 (zyx) of 3D numpy array with spacing size(5*2*2)
Ground truth: response binary label

Predictive Model: 

response Loss Function:  BCELogitLoss

Data:   training data has 169 patients 

Training strategy: 

          

Program starting Time: 2019-07-27 08:40:52.701738
Info: netPath = /home/hxie1/temp_netParameters/OvarianCancer/ResNeXtAtten

Info: this is the 0th fold leave for test in the 4-fold cross-validation, with 20.0% of data for independent test.

Infor: In all data of 169 files, label 0 has 51 files,
	  and label 1 has 118 files, where positive response rate = 0.6982248520710059 in full data
Infor: the independent test set has 34 files,and Training including validation Set has 135 files which will be divided into 4 folds.
In the independent test set of 34 files, 0 has 10, 1 has 24, the rate of 1s is 0.7058823529411765
In this test_0 dataset, total 34 files, where 1 has 24 with rate of 0.7058823529411765
In this train_0 dataset, total 100 files, where 1 has 70 with rate of 0.7
In this validation_0 dataset, total 35 files, where 1 has 24 with rate of 0.6857142857142857
=== Network trains from scratch ====
Network has total 3,140,020 parameters.
Info: program will use 2 GPUs.
Loss Functions List: BCEWithLogitsLoss with weight of 1; 

Hints: Optimal_Result = Yes = 1,  Optimal_Result = No = 0 

Epoch	TrLoss	Accura	TPR_r	TNR_r		VaLoss	Accura	TPR_r	TNR_r		TeLoss	Accura	TPR_r	TNR_r
915	0.1991	0.9200	0.9429	0.8667		0.7809	0.6857	0.7917	0.4545		0.6673	0.6765	0.7500	0.5000
920	0.1217	0.9400	0.9286	0.9667		0.6943	0.6857	0.7917	0.4545		0.5908	0.6765	0.7500	0.5000
925	0.1434	0.9300	0.9429	0.9000		0.7382	0.6857	0.7917	0.4545		0.6208	0.6765	0.7500	0.5000
930	0.1530	0.9100	0.8857	0.9667		0.7588	0.6857	0.7917	0.4545		0.6152	0.7353	0.8333	0.5000
935	0.1625	0.9100	0.9429	0.8333		0.7261	0.6571	0.7917	0.3636		0.5988	0.6765	0.7500	0.5000
940	0.0751	0.9700	0.9714	0.9667		0.7234	0.6571	0.7917	0.3636		0.5696	0.6765	0.7500	0.5000
945	0.1727	0.9000	0.9000	0.9000		0.7361	0.6571	0.7917	0.3636		0.6122	0.6765	0.7500	0.5000
950	0.1032	0.9300	0.9286	0.9333		0.7278	0.6571	0.7917	0.3636		0.5965	0.6765	0.7500	0.5000
955	0.1418	0.9100	0.8857	0.9667		0.7102	0.6857	0.7917	0.4545		0.5892	0.6765	0.7500	0.5000
960	0.1761	0.9000	0.9000	0.9000		0.7912	0.6571	0.7917	0.3636		0.6427	0.6765	0.7500	0.5000
965	0.2125	0.8700	0.8714	0.8667		0.7573	0.6571	0.7917	0.3636		0.6362	0.6765	0.7500	0.5000
970	0.1589	0.9200	0.9143	0.9333		0.8243	0.6286	0.7083	0.4545		0.7291	0.6471	0.7083	0.5000
975	0.0954	0.9400	0.9429	0.9333		0.7415	0.6571	0.7917	0.3636		0.5954	0.6765	0.7500	0.5000
980	0.2269	0.8700	0.8857	0.8333		0.8062	0.6571	0.7917	0.3636		0.6726	0.6765	0.7500	0.5000
985	0.2321	0.9100	0.9286	0.8667		0.7646	0.6571	0.7917	0.3636		0.6033	0.6765	0.7500	0.5000
990	0.1247	0.9100	0.9143	0.9000		0.7694	0.6857	0.7917	0.4545		0.6853	0.6471	0.7083	0.5000
995	0.2061	0.9000	0.9000	0.9000		0.7837	0.6571	0.7500	0.4545		0.6454	0.6765	0.7083	0.6000
1000	0.1131	0.9300	0.9286	0.9333		0.7257	0.6857	0.7917	0.4545		0.5925	0.6765	0.7500	0.5000
1005	0.1333	0.9500	0.9429	0.9667		0.6951	0.7143	0.7500	0.6364		0.6035	0.6765	0.7500	0.5000
1010	0.0791	0.9800	0.9714	1.0000		0.7037	0.6857	0.7917	0.4545		0.6149	0.6765	0.7500	0.5000
1015	0.1263	0.9200	0.8857	1.0000		0.7731	0.6571	0.7917	0.3636		0.5518	0.6765	0.7500	0.5000
1020	0.1150	0.9600	0.9857	0.9000		0.7383	0.6857	0.7917	0.4545		0.6124	0.6765	0.7500	0.5000
1025	0.0990	0.9600	0.9714	0.9333		0.7352	0.6857	0.7917	0.4545		0.6267	0.6765	0.7500	0.5000
1030	0.1122	0.9400	0.9286	0.9667		0.7850	0.6571	0.7917	0.3636		0.6243	0.7059	0.7917	0.5000
1035	0.1563	0.9500	0.9429	0.9667		0.7740	0.6571	0.7917	0.3636		0.6248	0.7059	0.7917	0.5000
1040	0.0853	0.9700	0.9857	0.9333		0.6689	0.6571	0.7917	0.3636		0.5310	0.6765	0.7083	0.6000
1045	0.1379	0.9500	0.9429	0.9667		0.7319	0.6571	0.7917	0.3636		0.6247	0.6765	0.7500	0.5000
1050	0.1011	0.9500	0.9571	0.9333		0.7153	0.6857	0.7917	0.4545		0.6694	0.6176	0.6667	0.5000
1055	0.0967	0.9600	0.9429	1.0000		0.7738	0.6571	0.7500	0.4545		0.6651	0.6471	0.7083	0.5000
1060	0.1779	0.9400	0.9429	0.9333		0.7045	0.6857	0.7917	0.4545		0.5894	0.6765	0.7500	0.5000
1065	0.1863	0.9100	0.9286	0.8667		0.7359	0.6857	0.7917	0.4545		0.5937	0.6765	0.7500	0.5000
1070	0.1172	0.9500	0.9714	0.9000		0.8156	0.6857	0.7917	0.4545		0.6880	0.6765	0.7500	0.5000
1075	0.1205	0.9300	0.9143	0.9667		0.7594	0.6857	0.7917	0.4545		0.6519	0.6765	0.7500	0.5000
1080	0.1270	0.9300	0.9429	0.9000		0.7450	0.6571	0.7917	0.3636		0.6149	0.6765	0.7500	0.5000
1085	0.1413	0.9400	0.9429	0.9333		0.7716	0.6571	0.7917	0.3636		0.6308	0.6765	0.7500	0.5000
1090	0.1497	0.9500	0.9429	0.9667		0.8116	0.6571	0.7917	0.3636		0.6377	0.7059	0.7917	0.5000
1095	0.1717	0.9100	0.9143	0.9000		0.7953	0.6571	0.7917	0.3636		0.6369	0.6765	0.7500	0.5000
1100	0.1065	0.9600	0.9429	1.0000		0.7694	0.6571	0.7917	0.3636		0.6245	0.6765	0.7500	0.5000
1105	0.1548	0.9300	0.9429	0.9000		0.7975	0.6857	0.8333	0.3636		0.6305	0.7647	0.8750	0.5000
1110	0.0895	0.9700	0.9714	0.9667		0.7827	0.6857	0.7917	0.4545		0.6719	0.6471	0.7083	0.5000
1115	0.1252	0.9500	0.9429	0.9667		0.7290	0.6571	0.7917	0.3636		0.6159	0.6765	0.7500	0.5000
1120	0.1377	0.9700	1.0000	0.9000		0.6816	0.6857	0.7917	0.4545		0.5750	0.6471	0.7083	0.5000
1125	0.1837	0.9100	0.9143	0.9000		0.7373	0.6571	0.7917	0.3636		0.5892	0.6765	0.7500	0.5000
1130	0.1550	0.9600	0.9714	0.9333		0.6915	0.6571	0.7917	0.3636		0.5635	0.6765	0.7500	0.5000
1135	0.1407	0.9200	0.9286	0.9000		0.7284	0.6571	0.7917	0.3636		0.5218	0.7059	0.7500	0.6000
1140	0.0714	0.9700	0.9714	0.9667		0.6775	0.6571	0.7917	0.3636		0.5538	0.6765	0.7500	0.5000
1145	0.1621	0.9300	0.9286	0.9333		0.7432	0.6571	0.7917	0.3636		0.6085	0.6765	0.7500	0.5000
1150	0.0668	1.0000	1.0000	1.0000		0.7195	0.6857	0.7917	0.4545		0.6431	0.6471	0.7083	0.5000


response Train Accuracy == 1, Program exit.


=============END of Training of ResAttentionNet Predict Model =================

Program Ending Time: 2019-07-27 11:58:43.429085
